TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","20,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,00","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,01","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
"5,00","0,00","-0,00","0,00","0,02","0,00","0,00","30,00"
