TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder
"5,00","0,00","1,80","45,00","45,00","-11,46","2,22","0,00"
"5,00","0,00","1,82","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,83","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,84","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,85","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,85","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,86","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,86","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,86","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,86","45,00","45,00","-16,62","2,58","0,00"
"5,00","0,00","1,86","150,00","45,84","-16,62","2,58","20,00"
"5,00","0,00","1,87","150,00","50,69","-16,62","2,58","30,00"
"5,00","0,00","1,89","150,00","59,45","-16,62","2,58","30,00"
"5,00","0,00","1,92","150,00","69,98","-18,91","2,58","30,00"
"5,00","0,00","1,98","150,00","81,25","-20,63","2,58","30,00"
"5,00","0,00","2,05","150,00","93,00","-24,64","2,58","28,00"
"5,00","0,00","2,10","150,00","104,23","-28,07","2,58","14,00"
"5,00","0,00","2,14","150,00","113,70","-32,66","2,58","8,00"
"5,00","0,00","2,15","150,00","121,57","-38,96","2,58","4,00"
"5,00","0,00","2,13","150,00","128,03","-42,97","2,67","2,00"
"5,00","0,00","2,09","150,00","133,27","-47,56","2,80","0,00"
"5,00","0,00","2,07","150,00","137,43","-50,42","2,97","0,00"
"5,00","0,00","2,06","150,00","140,83","-53,86","3,17","-2,00"
"5,00","0,00","2,06","150,00","143,34","-57,87","3,25","0,00"
"5,00","0,00","2,06","150,00","145,41","-59,59","3,25","0,00"
"5,00","0,00","2,06","150,00","147,02","-61,88","3,25","-2,00"
"5,00","0,00","2,05","150,00","148,18","-63,60","3,25","0,00"
"5,00","0,00","2,05","150,00","149,26","-63,60","3,25","-1,00"
"5,00","0,00","2,05","150,00","150,10","-65,89","3,25","-1,00"
"5,00","0,00","2,05","150,00","150,64","-65,89","3,25","-1,00"
"5,00","0,00","2,05","150,00","150,92","-67,04","3,25","1,00"
"5,00","0,00","2,05","150,00","151,27","-67,61","3,25","-1,00"
"5,00","0,00","2,06","150,00","151,50","-67,61","3,25","-1,00"
"5,00","0,00","2,06","150,00","151,59","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,82","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,84","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,93","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","152,01","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,96","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","152,09","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","152,03","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","152,06","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","152,09","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,99","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","152,07","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,98","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,99","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","152,02","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,92","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","152,01","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,91","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,89","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,92","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,82","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,89","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,78","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,79","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,83","-67,61","3,25","-1,00"
"5,00","0,00","2,05","150,00","151,71","-67,61","3,25","1,00"
"5,00","0,00","2,05","150,00","151,78","-67,61","3,25","-1,00"
