time,TWS,TWA,SOG,set COG,actual COG,sail trim,sail twist,rudder
"0,00","5,00","0,00","2,00","0,00","0,00","0,00","0,00","0,00"
"1,00","5,00","0,00","1,62","0,00","0,79","0,00","0,00","20,00"
"2,00","5,00","0,00","1,39","0,00","4,58","0,00","0,00","30,00"
"3,00","5,00","0,00","1,25","0,00","10,56","0,00","0,00","17,00"
"4,00","5,00","0,00","1,17","0,00","16,33","-1,72","0,86","2,00"
"5,00","5,00","0,00","1,11","0,00","20,99","-1,72","0,86","0,00"
"6,00","5,00","0,00","1,10","0,00","24,78","-4,01","1,31","-2,00"
"7,00","5,00","0,00","1,12","0,00","27,84","-5,73","1,31","-4,00"
"8,00","5,00","0,00","1,18","0,00","30,26","-8,02","1,40","-4,00"
"9,00","5,00","0,00","1,25","0,00","32,09","-9,74","1,40","-4,00"
"10,00","5,00","0,00","1,32","0,00","33,49","-12,03","1,92","-2,00"
"11,00","5,00","0,00","1,39","0,00","34,59","-12,03","1,22","-2,00"
"12,00","5,00","0,00","1,46","0,00","35,40","-12,03","1,22","-2,00"
"13,00","5,00","0,00","1,51","0,00","36,00","-13,75","1,22","0,00"
"14,00","5,00","0,00","1,56","0,00","36,57","-13,75","1,22","0,00"
"15,00","5,00","0,00","1,60","0,00","37,07","-13,75","1,22","-1,00"
"16,00","5,00","0,00","1,64","0,00","37,39","-13,75","1,22","-1,00"
"17,00","5,00","0,00","1,66","0,00","37,53","-13,75","1,22","-1,00"
"18,00","5,00","0,00","1,67","0,00","37,59","-13,75","1,22","1,00"
"19,00","5,00","0,00","1,68","0,00","37,78","-13,75","1,22","-1,00"
"20,00","5,00","0,00","1,68","0,00","37,85","-13,75","1,22","-1,00"
"21,00","5,00","0,00","1,69","0,00","37,83","-13,75","1,22","1,00"
"22,00","5,00","0,00","1,69","0,00","37,96","-13,75","1,22","-1,00"
"23,00","5,00","0,00","1,69","0,00","37,97","-13,75","1,22","-1,00"
"24,00","5,00","0,00","1,70","0,00","37,92","-13,75","1,22","1,00"
"25,00","5,00","0,00","1,70","0,00","38,02","-13,75","1,22","-1,00"
"26,00","5,00","0,00","1,70","0,00","38,00","-13,75","1,22","-1,00"
"27,00","5,00","0,00","1,70","0,00","37,95","-13,75","1,22","1,00"
"28,00","5,00","0,00","1,70","0,00","38,04","-13,75","1,22","-1,00"
"29,00","5,00","0,00","1,70","0,00","38,00","-13,75","1,22","-1,00"
"30,00","5,00","0,00","1,70","0,00","37,94","-13,75","1,22","1,00"
"31,00","5,00","0,00","1,70","0,00","38,03","-13,75","1,22","-1,00"
"32,00","5,00","0,00","1,70","0,00","37,99","-13,75","1,22","-1,00"
"33,00","5,00","0,00","1,70","0,00","37,92","-13,75","1,22","1,00"
"34,00","5,00","0,00","1,70","0,00","38,00","-13,75","1,22","-1,00"
"35,00","5,00","0,00","1,70","0,00","37,96","-13,75","1,22","-1,00"
"36,00","5,00","0,00","1,70","0,00","37,89","-13,75","1,22","1,00"
"37,00","5,00","0,00","1,70","0,00","37,97","-13,75","1,22","-1,00"
"38,00","5,00","0,00","1,70","0,00","37,93","-13,75","1,22","-1,00"
"39,00","5,00","0,00","1,70","0,00","37,86","-13,75","1,22","1,00"
"40,00","5,00","0,00","1,70","0,00","37,94","-13,75","1,22","-1,00"
"41,00","5,00","0,00","1,70","0,00","37,90","-13,75","1,22","-1,00"
"42,00","5,00","0,00","1,70","0,00","37,83","-13,75","1,22","1,00"
"43,00","5,00","0,00","1,70","0,00","37,91","-13,75","1,22","-1,00"
"44,00","5,00","0,00","1,70","0,00","37,87","-13,75","1,22","-1,00"
"45,00","5,00","0,00","1,70","0,00","37,80","-13,75","1,22","1,00"
"46,00","5,00","0,00","1,70","0,00","37,88","-13,75","1,22","-1,00"
"47,00","5,00","0,00","1,70","0,00","37,84","-13,75","1,22","-1,00"
"48,00","5,00","0,00","1,70","0,00","37,77","-13,75","1,22","1,00"
"49,00","5,00","0,00","1,70","0,00","37,85","-13,75","1,22","-1,00"
"50,00","5,00","0,00","1,70","0,00","37,81","-13,75","1,22","-1,00"
"51,00","5,00","0,00","1,70","0,00","37,76","-13,75","1,22","1,00"
"52,00","5,00","0,00","1,70","0,00","37,84","-13,75","1,22","-1,00"
"53,00","5,00","0,00","1,70","0,00","37,78","-13,75","1,22","-1,00"
"54,00","5,00","0,00","1,69","0,00","37,73","-13,75","1,22","1,00"
"55,00","5,00","0,00","1,69","0,00","37,81","-13,75","1,22","-1,00"
"56,00","5,00","0,00","1,69","0,00","37,75","-13,75","1,22","-1,00"
"57,00","5,00","0,00","1,69","0,00","37,70","-13,75","1,22","1,00"
"58,00","5,00","0,00","1,69","0,00","37,78","-13,75","1,22","-1,00"
"59,00","5,00","0,00","1,69","0,00","37,73","-13,75","1,22","-1,00"
"60,00","5,00","0,00","1,70","0,00","37,67","-13,75","1,22","1,00"
